Company/Brand,HeadQuarter,Sector,Amount($),Funding Year
Wysa,Karnataka,Information Technology (IT),5000000,2021
Agnikul,Tamil Nadu,Information Technology (IT),11000000,2021
LegalPay,Delhi,Banking and Financial Services,0,2021
Glamplus,Karnataka,Information Technology (IT),200000,2021
Tekie,Haryana,Education,1500000,2021
Asirvad Microfinance,Tamil Nadu,Banking and Financial Services,15000000,2021
Avalon Labs,Karnataka,Banking and Financial Services,0,2021
Betterhalf.ai,Karnataka,"Career, Special Duties and Personal Development",3000000,2021
Koo,Karnataka,Media and Entertainment,30000000,2021
Rezo.ai,Uttar Pradesh,Information Technology (IT),0,2021
Mentoria,Maharashtra,Education,200000,2021
Cuvette Tech,Karnataka,"Career, Special Duties and Personal Development",1800000,2021
Clensta,Delhi,Information Technology (IT),600000,2021
FarMart,Haryana,Information Technology (IT),24000000,2021
Kodo Card,Maharashtra,Banking and Financial Services,8000000,2021
Polygon,Maharashtra,Blockchain,0,2021
Get My Parking,Delhi,Transportation and Tourism,6000000,2021
Cellestial,Telangana,Manufacturing,500000,2021
FanCode,Maharashtra,Healthcare and Fitness,50000000,2021
Jai Kisan,Maharashtra,Banking and Financial Services,30000000,2021
Plum,Karnataka,Healthcare and Fitness,15000000,2021
ThatMate,Maharashtra,Healthcare and Fitness,140000,2021
Klassroom,Maharashtra,Education,200000,2021
Convin,Karnataka,Information Technology (IT),300000,2021
Mensa Brands,Karnataka,Fashion and Beauty,50000000,2021
Disruptium,Ahmadabad,"Career, Special Duties and Personal Development",200000,2021
MedTel Healthcare,Odisha,Healthcare and Fitness,5000000,2021
Pickright Technologies,Karnataka,Banking and Financial Services,200000,2021
Ingenium,Delhi,Education,0,2021
RuleZero,Karnataka,Information Technology (IT),1000000,2021
Rubix Data Sciences,Maharashtra,Information Technology (IT),800000,2021
Locobuzz,Maharashtra,Information Technology (IT),4000000,2021
We Founder Circle,Maharashtra,Banking and Financial Services,2000000,2021
Haqdarshak,Rajasthan,Banking and Financial Services,800000,2021
Celcius,Maharashtra,Transportation and Tourism,0,2021
Enthu.ai,Chandigarh,Information Technology (IT),200000,2021
Myelin Foundry,Karnataka,Information Technology (IT),1000000,2021
SuperOps.ai,Tamil Nadu,Information Technology (IT),3000000,2021
6Degree,Maharashtra,E-Commerce and Retail,1000000,2021
Teachmint,Karnataka,Education,16500000,2021
Sarathi,Rajasthan,Healthcare and Fitness,100000,2021
Jidoka Technologies,Tamil Nadu,Information Technology (IT),340000,2021
Rapido,Karnataka,Transportation and Tourism,43000000,2021
BYJU'S,Karnataka,Education,150000000,2021
ElasticRun,Maharashtra,E-Commerce and Retail,75000000,2021
Avail Finance,Karnataka,Banking and Financial Services,3000000,2021
Nivesh,Uttar Pradesh,Banking and Financial Services,1600000,2021
Thingsup,Maharashtra,Information Technology (IT),1000000,2021
Arthya Wealth and Investments,Maharashtra,Banking and Financial Services,1000000,2021
Zepto,Maharashtra,E-Commerce and Retail,60000000,2021
Fi,Karnataka,Banking and Financial Services,50000000,2021
Kiko Live,Haryana,E-Commerce and Retail,1000000,2021
TurboHire,Telangana,Information Technology (IT),0,2021
The Hosteller,Maharashtra,Events and Hospitality,1000000,2021
SatSure,Karnataka,Defense,0,2021
Ruptok Fintech,Delhi,Banking and Financial Services,2000000,2021
VilCart,Karnataka,E-Commerce and Retail,2000000,2021
Dogsee Chew,Karnataka,Agriculture and Food Production,7000000,2021
Advantage Club,Haryana,"Career, Special Duties and Personal Development",3300000,2021
TRDR,Karnataka,Banking and Financial Services,150000,2021
Zoomcar,Karnataka,Transportation and Tourism,92000000,2021
Leap India,Maharashtra,Transportation and Tourism,10000000,2021
SuperBottoms,Maharashtra,E-Commerce and Retail,400000,2021
Cora Health,Karnataka,Healthcare and Fitness,600000,2021
Battery Smart,Delhi,Energy,7000000,2021
The Good Glamm Group,Maharashtra,Information Technology (IT),150000000,2021
Mosaic Wellness,Maharashtra,Healthcare and Fitness,24000000,2021
CloudFiles,Karnataka,Information Technology (IT),300000,2021
The Viral Fever,Maharashtra,Media and Entertainment,2000000,2021
Xpand,Delhi,E-Commerce and Retail,1500000,2021
Troo Good,Telangana,E-Commerce and Retail,7000000,2021
Prodo,Delhi,E-Commerce and Retail,300000,2021
Unnati,Uttar Pradesh,Banking and Financial Services,7000000,2021
Lysto,Karnataka,Blockchain,3000000,2021
Wakefit,Karnataka,Manufacturing,20000000,2021
Buyofuel,Tamil Nadu,Energy,100000,2021
ElectricPe,Karnataka,Manufacturing,3000000,2021
Vayana Network,Maharashtra,Banking and Financial Services,30000000,2021
Valuationary,Gujarat,Education,100000,2021
Knocksense,Uttar Pradesh,Media and Entertainment,150000,2021
Petpooja,Gujarat,Information Technology (IT),4500000,2021
Wingreens Farms,Haryana,Agriculture and Food Production,17000000,2021
Doola,New York,E-Commerce and Retail,3000000,2021
EyeMyEye,Haryana,Fashion and Beauty,2000000,2021
Bombay Hemp Company,Maharashtra,Manufacturing,2000000,2021
DGV,Karnataka,Information Technology (IT),3000000,2021
GuardianLink,Tamil Nadu,Information Technology (IT),12000000,2021
Clinikk,Karnataka,Healthcare and Fitness,4000000,2021
Toplyne,Karnataka,Information Technology (IT),2500000,2021
Mensa,Karnataka,E-Commerce and Retail,135000000,2021
GENLEAP,Haryana,"Career, Special Duties and Personal Development",8000000,2021
Planys,Tamil Nadu,Transportation and Tourism,1600000,2021
Wonderchef,Maharashtra,E-Commerce and Retail,20000000,2021
GoKwik,Delhi,Information Technology (IT),15000000,2021
Velocity,Karnataka,Banking and Financial Services,20000000,2021
SalaryBox,Haryana,Banking and Financial Services,4000000,2021
Boingg,Haryana,Manufacturing,200000,2021
Better Capital,Chhattisgarh,Banking and Financial Services,15000000,2021
Tickertape,Karnataka,Banking and Financial Services,5000000,2021
Zenpay Solutions,Delhi,Banking and Financial Services,0,2021
Disprz,Maharashtra,Education,13000000,2021
Arbo Works,California,Information Technology (IT),0,2021
Inzpira,Kerala,Education,300000,2021
Defy,Karnataka,Banking and Financial Services,5500000,2021
Mindhouse,Haryana,Healthcare and Fitness,6000000,2021
Homversity,Gujarat,Real Estate,155000,2021
Toppersnotes,Rajasthan,Education,1000000,2021
NoBroker.com,Karnataka,Real Estate,2100000,2021
Haber,Maharashtra,Manufacturing,20000000,2021
True Balance,Haryana,Banking and Financial Services,30000000,2021
Recordent,Telangana,Banking and Financial Services,400000,2021
Koparo,Delhi,E-Commerce and Retail,700000,2021
Indifi,Haryana,Banking and Financial Services,40000000,2021
Settl,Karnataka,Real Estate,500000,2021
Park+,Delhi,Information Technology (IT),25000000,2021
Simple Energy,Karnataka,Manufacturing,21000000,2021
Dream Sports,Maharashtra,Healthcare and Fitness,840000000,2021
Spinny,Haryana,Manufacturing,248000000,2021
Rentomojo,Karnataka,E-Commerce and Retail,10000000,2021
Slice,Karnataka,Banking and Financial Services,220000000,2021
21K School,Karnataka,Education,5000000,2021
Adda247,Haryana,Education,20000000,2021
Loop Health,Maharashtra,Healthcare and Fitness,12000000,2021
Rupifi,Karnataka,Banking and Financial Services,1000000,2021
RENEE Cosmetics,Gujarat,Fashion and Beauty,1500000,2021
Svish,Haryana,E-Commerce and Retail,400000,2021
Progcap,Delhi,Banking and Financial Services,30000000,2021
Smartstaff,Karnataka,"Career, Special Duties and Personal Development",4300000,2021
D’Moksha Homes,Maharashtra,Manufacturing,570000,2021
ANS Commerce,Haryana,E-Commerce and Retail,2200000,2021
Mobileware Technologies,Maharashtra,Information Technology (IT),4700000,2021
GramCover,Uttar Pradesh,Banking and Financial Services,7000000,2021
BYJU'S,Karnataka,Education,300000000,2021
Hyperface,Karnataka,Information Technology (IT),1300000,2021
Licious,Karnataka,Agriculture and Food Production,52000000,2021
Chalo,Maharashtra,Transportation and Tourism,40000000,2021
Kaar Technologies,Tamil Nadu,Information Technology (IT),4000000,2021
Kissan Pro,Jharkhand,Agriculture and Food Production,0,2021
Sunstone Eduversity,Haryana,Education,28000000,2021
Ozonetel,Telangana,Information Technology (IT),5000000,2021
CoinSwitch Kuber,Karnataka,Blockchain,260000000,2021
Pazcare,Karnataka,Banking and Financial Services,3500000,2021
kWh Bikes,Karnataka,Manufacturing,2000000,2021
IBSFINtech,Karnataka,Information Technology (IT),1000000,2021
LeadSquared,Karnataka,Information Technology (IT),0,2021
Phool.co,Uttar Pradesh,Energy,0,2021
Twin Health,Tamil Nadu,Healthcare and Fitness,140000000,2021
Trica,Maharashtra,Banking and Financial Services,3000000,2021
mHealth,Delhi,Healthcare and Fitness,0,2021
Rebel Foods,Maharashtra,Information Technology (IT),175000000,2021
ProfitWheel,Maharashtra,E-Commerce and Retail,3000000,2021
Log 9 Materials,Karnataka,Information Technology (IT),2000000,2021
Chingari,Karnataka,Media and Entertainment,19000000,2021
Ishitva,Gujarat,Information Technology (IT),1000000,2021
Ola Electric,Karnataka,Manufacturing,200000000,2021
leap.club,Haryana,Social Development,810000,2021
F5,Delhi,E-Commerce and Retail,600000,2021
ForeignAdmits,Karnataka,Education,400000,2021
SALT,Karnataka,Banking and Financial Services,500000,2021
EarnWealth,Maharashtra,Banking and Financial Services,500000,2021
Visit Health,Delhi,Healthcare and Fitness,7500000,2021
Crater.Club,Karnataka,Media and Entertainment,700000,2021
NFTically,Haryana,Blockchain,1000000,2021
ReshaMandi,Karnataka,E-Commerce and Retail,30000000,2021
Zetwerk,Karnataka,"Career, Special Duties and Personal Development",600000000,2021
Hubilo,Gujarat,Information Technology (IT),125000000,2021
M2P Fintech,Tamil Nadu,Banking and Financial Services,35000000,2021
Open Financial Technologies,Karnataka,Banking and Financial Services,90000000,2021
Niro,Karnataka,Banking and Financial Services,3500000,2021
Wiingy,Karnataka,Education,400000,2021
CarDekho,Rajasthan,Manufacturing,250000000,2021
Melorra,Karnataka,E-Commerce and Retail,24000000,2021
AnKa SumMor,Karnataka,E-Commerce and Retail,1000000,2021
Toch.ai,Maharashtra,Information Technology (IT),11000000,2021
Playto Labs,Karnataka,Education,500000,2021
Fraazo,Maharashtra,Agriculture and Food Production,50000000,2021
Arcana,Karnataka,Information Technology (IT),2300000,2021
FloCareer,Karnataka,Information Technology (IT),5700000,2021
Nap Chief,Maharashtra,Fashion and Beauty,200000,2021
AcknoLedger,Maharashtra,Blockchain,1500000,2021
ApplicateAI,Haryana,Information Technology (IT),30000000,2021
VLCC Health Care,Haryana,Healthcare and Fitness,4000000,2021
Duroflex,Karnataka,Manufacturing,60000000,2021
Aviom India,Rajasthan,Banking and Financial Services,8000000,2021
Onato,Karnataka,Information Technology (IT),2200000,2021
Mestastop Solutions,Karnataka,Information Technology (IT),100000,2021
SaaS Labs,Uttar Pradesh,Information Technology (IT),17000000,2021
Devnagri,Uttar Pradesh,"Career, Special Duties and Personal Development",600000,2021
CRED,Karnataka,Banking and Financial Services,250000000,2021
ConveGenius,Uttar Pradesh,Education,5000000,2021
Totality,Haryana,Media and Entertainment,1000000,2021
CredAble,Maharashtra,Banking and Financial Services,30000000,2021
MarketWolf,Maharashtra,Banking and Financial Services,5500000,2021
Wondrlab,Maharashtra,E-Commerce and Retail,7000000,2021
SUN Mobility,Karnataka,Manufacturing,50000000,2021
Tamasha,Maharashtra,Media and Entertainment,3000000,2021
Revfin,Delhi,Banking and Financial Services,4000000,2021
Yu Foodlabs,Haryana,Agriculture and Food Production,1000000,2021
MergerDomo,Delhi,Banking and Financial Services,500000,2021
FarMart,Haryana,Agriculture and Food Production,10000000,2021
Questt,Haryana,Education,6750000,2021
IDfy,Maharashtra,Information Technology (IT),10000000,2021
ClearDekho,Uttar Pradesh,E-Commerce and Retail,4000000,2021
BookingJini,Haryana,Events and Hospitality,1200000,2021
Sourcewiz,Haryana,Information Technology (IT),3000000,2021
Tvasta,Tamil Nadu,"Career, Special Duties and Personal Development",400000,2021
Kafqa Academy,Karnataka,Education,1300000,2021
Trell,Karnataka,E-Commerce and Retail,100000000,2021
Storia,Maharashtra,Agriculture and Food Production,6000000,2021
Clear,Karnataka,Information Technology (IT),75000000,2021
Groww,Karnataka,Banking and Financial Services,250000000,2021
The Indus Valley,Tamil Nadu,E-Commerce and Retail,1100000,2021
BharatPe,Delhi,Banking and Financial Services,10000000,2021
Teachmint,Karnataka,Education,78000000,2021
Porter,Karnataka,Transportation and Tourism,100000000,2021
O4S,Haryana,Information Technology (IT),6000000,2021
Wobb,Haryana,E-Commerce and Retail,200000,2021
BASIC Home Loan,Haryana,Banking and Financial Services,3500000,2021
Siply,Karnataka,Banking and Financial Services,3200000,2021
BankSathi,Delhi,Banking and Financial Services,500000,2021
Gramophone,Madhya Pradesh,Information Technology (IT),10000000,2021
Healofy,Karnataka,Information Technology (IT),6000000,2021
E42,Maharashtra,Information Technology (IT),5400000,2021
Spottabl,Karnataka,"Career, Special Duties and Personal Development",400000,2021
DeHaat,Haryana,Information Technology (IT),115000000,2021
Shumee,Karnataka,E-Commerce and Retail,0,2021
Zolve,Karnataka,Banking and Financial Services,40000000,2021
Instoried,Karnataka,Information Technology (IT),8000000,2021
SportZchain,Maharashtra,Healthcare and Fitness,400000,2021
Hypto,Tamil Nadu,Information Technology (IT),3000000,2021
CHUPPS,Maharashtra,Fashion and Beauty,1100000,2021
Zenduty,Karnataka,Information Technology (IT),1900000,2021
R for Rabbit,Gujarat,E-Commerce and Retail,5000000,2021
Acko,Karnataka,Banking and Financial Services,255000000,2021
LoveLocal,Maharashtra,E-Commerce and Retail,18000000,2021
SupplyNote,Uttar Pradesh,Agriculture and Food Production,1200000,2021
Vakilsearch,Tamil Nadu,"Career, Special Duties and Personal Development",10000000,2021
Cloudphysician,Karnataka,Healthcare and Fitness,4000000,2021
Wiggles.in,Maharashtra,Agriculture and Food Production,5500000,2021
Avanti Finance,Karnataka,Banking and Financial Services,15000000,2021
Vanity Wagon,Delhi,E-Commerce and Retail,700000,2021
Purplle,Maharashtra,E-Commerce and Retail,70000000,2021
Wallmantra,Uttar Pradesh,Cultural Heritage,0,2021
MFine,Karnataka,Healthcare and Fitness,48000000,2021
Aquatein,Maharashtra,Agriculture and Food Production,0,2021
Mentza,Maharashtra,Education,400000,2021
ConnectedH,Haryana,Healthcare and Fitness,2300000,2021
CredAvenue,Tamil Nadu,Banking and Financial Services,90000000,2021
Vedantu,Karnataka,Education,100000000,2021
Exotel,Karnataka,Information Technology (IT),35000000,2021
Fantasy Akhada,Haryana,Healthcare and Fitness,2000000,2021
Meesho,Karnataka,E-Commerce and Retail,570000000,2021
PumPumPum,Haryana,Manufacturing,0,2021
Cusmat,Telangana,Information Technology (IT),100000,2021
Homeville,Maharashtra,Information Technology (IT),7000000,2021
Coinshift,Chandigarh,Blockchain,2500000,2021
Strip Finance,Telangana,Banking and Financial Services,400000,2021
Kolo,Karnataka,Construction,550000,2021
Chqbook,Haryana,Banking and Financial Services,5000000,2021
My3DSelfie,Assam,Cultural Heritage,0,2021
EV Plugs,Haryana,Information Technology (IT),150000,2021
Rulezero,Karnataka,Banking and Financial Services,2500000,2021
CredRight,Telangana,Banking and Financial Services,2700000,2021
Karbon Card,Karnataka,Banking and Financial Services,12000000,2021
Auntie Fung,Karnataka,Agriculture and Food Production,400000,2021
ePayLater,Maharashtra,Banking and Financial Services,10000000,2021
Fittr,Maharashtra,Healthcare and Fitness,11000000,2021
Medikabazaar,Maharashtra,Healthcare and Fitness,75000000,2021
Nimble Growth Organics,Karnataka,Agriculture and Food Production,0,2021
Delhivery,Haryana,Transportation and Tourism,125000000,2021
Akudo,Karnataka,Banking and Financial Services,4200000,2021
Sanctum Wealth,Maharashtra,Banking and Financial Services,10000000,2021
88academics,Delhi,Education,3000000,2021
Upgame,Haryana,Healthcare and Fitness,0,2021
Sanfe,Delhi,Healthcare and Fitness,1000000,2021
PredictiVu,Haryana,"Career, Special Duties and Personal Development",1500000,2021
Sterling Accuris Wellness,Gujarat,Healthcare and Fitness,30000000,2021
Bijnis,Delhi,E-Commerce and Retail,30000000,2021
Capital Float,Karnataka,Banking and Financial Services,50000000,2021
Manch Technologies,Karnataka,Information Technology (IT),1000000,2021
Sochcast,N/A,Media and Entertainment,0,2021
Glamyo Health,Delhi,Healthcare and Fitness,3000000,2021
CashBook,Haryana,Banking and Financial Services,2300000,2021
The Money Club,Uttar Pradesh,Banking and Financial Services,1700000,2021
SuperZop,Maharashtra,E-Commerce and Retail,4000000,2021
Zypp Electric,Haryana,Transportation and Tourism,7000000,2021
Alpha Coach,Maharashtra,"Career, Special Duties and Personal Development",1200000,2021
VRO Hospitality,Karnataka,Events and Hospitality,3000000,2021
byteXL,Telangana,Education,200000,2021
Leena AI,Haryana,Information Technology (IT),30000000,2021
CARS24,Haryana,Manufacturing,450000000,2021
Klub,Karnataka,Banking and Financial Services,2000000,2021
Bluepad,Karnataka,Media and Entertainment,200000,2021
FloBiz,Karnataka,Information Technology (IT),31000000,2021
Tummoc,Karnataka,Transportation and Tourism,540000,2021
Design Cafe,Karnataka,"Career, Special Duties and Personal Development",25000000,2021
PayCardo,Maharashtra,Banking and Financial Services,0,2021
Aerchain,Karnataka,Information Technology (IT),3000000,2021
Expertrons,Maharashtra,Education,0,2021
CuriousJr,Haryana,Education,1000000,2021
Wow! Momo,West Bengal,Agriculture and Food Production,15000000,2021
Supertails,Karnataka,E-Commerce and Retail,700000,2021
LifeCell,Tamil Nadu,Information Technology (IT),30000000,2021
ZestMoney,Karnataka,Banking and Financial Services,50000000,2021
FrontRow,Karnataka,Education,14000000,2021
HappyCredit,Karnataka,Banking and Financial Services,600000,2021
Endimension,Maharashtra,Healthcare and Fitness,300000,2021
Frenzi,Maharashtra,Media and Entertainment,0,2021
Leverage Edu,Delhi,Education,0,2021
BeepKart,Karnataka,Manufacturing,3000000,2021
Lio,Maharashtra,Information Technology (IT),5000000,2021
TravClan,Delhi,E-Commerce and Retail,2200000,2021
WickedGud,Maharashtra,Agriculture and Food Production,340000,2021
Enercomp,Gujarat,Information Technology (IT),200000,2021
BetterPlace,Karnataka,Information Technology (IT),24000000,2021
Medpho,Uttar Pradesh,Healthcare and Fitness,1000000,2021
LivQuik Technology,Maharashtra,Banking and Financial Services,4000000,2021
EventBeep,Maharashtra,Education,0,2021
GTM Buddy,Telangana,Information Technology (IT),2000000,2021
Gobbly,Haryana,E-Commerce and Retail,900000,2021
HexaHealth,Maharashtra,Healthcare and Fitness,4500000,2021
Eupheus Learning,Delhi,Education,10000000,2021
Easiloan,Maharashtra,Banking and Financial Services,1000000,2021
Anar,Maharashtra,Information Technology (IT),6200000,2021
Shadez,Maharashtra,E-Commerce and Retail,200000,2021
Vahan,Karnataka,Information Technology (IT),8000000,2021
MPL,Karnataka,Healthcare and Fitness,0,2021
Tinkerly,Rajasthan,Education,800000,2021
Godamwale,Maharashtra,Transportation and Tourism,1000000,2021
Artium Academy,Maharashtra,Media and Entertainment,750000,2021
Awon GameZ,Uttar Pradesh,Media and Entertainment,2000000,2021
Ayu Health,Karnataka,Healthcare and Fitness,6300000,2021
Apna,Karnataka,"Career, Special Duties and Personal Development",100000000,2021
BharatAgri,Karnataka,Information Technology (IT),6500000,2021
Flatheads,Karnataka,Fashion and Beauty,1000000,2021
Boutique Spirit Brands,Delhi,Manufacturing,10000000,2021
eShipz,Karnataka,Information Technology (IT),700000,2021
Pine Labs,Uttar Pradesh,Information Technology (IT),100000000,2021
Paytail,Delhi,Banking and Financial Services,1500000,2021
4Fin,Maharashtra,Banking and Financial Services,1100000,2021
Atomberg Technologies,Maharashtra,Information Technology (IT),0,2021
Genext Students,Maharashtra,Education,0,2021
immunitoAI,Karnataka,Information Technology (IT),1000000,2021
GameEon Studios,Maharashtra,Media and Entertainment,320000,2021
Farmers Fresh Zone,Kerala,Information Technology (IT),800000,2021
Anveshan,Karnataka,Agriculture and Food Production,500000,2021
OckyPocky,Haryana,Education,0,2021
Coutloot,Maharashtra,E-Commerce and Retail,8000000,2021
Nova Benefits,Karnataka,Healthcare and Fitness,10000000,2021
HomeLane,Karnataka,"Career, Special Duties and Personal Development",50000000,2021
Lido Learning,Maharashtra,Education,10000000,2021
Jar,Karnataka,Banking and Financial Services,4500000,2021
Peppermint,Maharashtra,Manufacturing,600000,2021
moneyHOP,London,Banking and Financial Services,1200000,2021
Codingal,Karnataka,Education,1200000,2021
Skit,Karnataka,Information Technology (IT),23000000,2021
Peak,Manchester,Information Technology (IT),75000000,2021
REVOS,Karnataka,Manufacturing,4000000,2021
Dezerv.,Maharashtra,Banking and Financial Services,7000000,2021
AppsForBharat,Karnataka,Information Technology (IT),10000000,2021
Habbit,Karnataka,Education,320000,2021
Bikayi,Telangana,E-Commerce and Retail,10000000,2021
Sugar.fit,Karnataka,Healthcare and Fitness,10000000,2021
Dukaan,Karnataka,E-Commerce and Retail,11000000,2021
Vidyakul,Haryana,Education,500000,2021
Goodmylk,Karnataka,Agriculture and Food Production,1000000,2021
Fieldproxy,Tamil Nadu,Information Technology (IT),200000,2021
NeuroPixel.AI,Karnataka,Information Technology (IT),800000,2021
Elixia Tech Solutions,Maharashtra,Information Technology (IT),1000000,2021
bitsCrunch,Tamil Nadu,Blockchain,700000,2021
Prolgae,Tamil Nadu,Information Technology (IT),200000,2021
Biddano,Maharashtra,Healthcare and Fitness,2000000,2021
Geniemode,Haryana,E-Commerce and Retail,2000000,2021
Sapio Analytics,Maharashtra,Information Technology (IT),0,2021
Neokred,Karnataka,Banking and Financial Services,500000,2021
Delhivery,Haryana,Transportation and Tourism,76000000,2021
Flipspaces,Maharashtra,"Career, Special Duties and Personal Development",2000000,2021
Fleek,Karnataka,Information Technology (IT),1000000,2021
GoKwik,Delhi,Information Technology (IT),5000000,2021
Proeon,Maharashtra,Agriculture and Food Production,2000000,2021
InfyU Labs,Gujarat,Information Technology (IT),200000,2021
TechEagle,Haryana,Transportation and Tourism,500000,2021
Voxelgrids,Karnataka,Information Technology (IT),5000000,2021
Cogos Technologies,Karnataka,Transportation and Tourism,2000000,2021
Gigforce,Haryana,"Career, Special Duties and Personal Development",3000000,2021
Vahdam,Delhi,Agriculture and Food Production,20000000,2021
Leap Finance,Karnataka,Banking and Financial Services,55000000,2021
CollegeDekho,Haryana,Education,26000000,2021
WeRize,Karnataka,Banking and Financial Services,8000000,2021
